transaction_id,customer_id,sender_account,receiver_account,amount,transaction_type,channel,timestamp,description,destination_country,sender_avg_amount,sender_max_amount,sender_tx_count,amount_to_sender_avg,amount_to_sender_max,sender_tx_count_24h,sender_volume_24h,amount_to_sender_volume_24h,is_new_recipient,same_day_count,same_day_total,same_recipient_count,rapid_transfer_count
46,CUST00001,ACC000001,ACC795951,2204.43,deposit,online,2026-08-18T16:44:44.672497+00:00,Funds transfer in via online,ZW,2459.31,4593.63,45,0.8963611744757676,0.4798884542290084,27,67622.31999999999,0.03259914773701938,0.0,2,6090.62,1,0
47,CUST00001,ACC000001,ACC436208,2078.29,deposit,online,2026-09-03T10:32:54.672576+00:00,Funds transfer in via online,ZW,2453.7691304347827,4593.63,46,0.8469786233033865,0.45242868929365226,2,4583.47,0.45343157040408244,0.0,1,3594.9,0,0
48,CUST00001,ACC000001,ACC224473,3087.54,withdraw,mobile,2026-08-22T11:05:29.672645+00:00,Debit via mobile,ZW,2445.7802127659575,4593.63,47,1.262394709011187,0.6721351088354961,22,53649.52,0.05755018870625497,0.0,2,3864.4800000000005,1,0
49,CUST00001,ACC000001,ACC633030,3716.72,withdraw,card,2026-09-02T16:35:00.672721+00:00,Debit via card,ZW,2459.150208333333,4593.63,48,1.5113838867610179,0.8091030405147998,3,6661.76,0.5579186281102891,1.0,1,988.57,0,0
50,CUST00001,ACC000001,ACC851470,1610.57,deposit,card,2026-08-08T08:52:14.672783+00:00,Credit received via card,ZW,2484.8148979591833,4593.63,49,0.6481649805475594,0.3506094308858136,44,106875.81,0.015069546607412847,1.0,0,0,1,0
51,CUST00002,ACC000002,ACC492052,1821.22,withdraw,mobile,2026-08-13T11:00:21.672909+00:00,Cash withdrawal via mobile,ZW,302.56027832237584,605.1205566447517,0,6.019362522067431,3.0096812610337156,0,0,1.0,1.0,0,0,0,0
52,CUST00002,ACC000002,ACC832052,1947.1,transfer,online,2026-08-30T14:06:16.672949+00:00,Transfer via online,ZW,1821.22,1821.22,1,1.0691185029815178,1.0691185029815178,0,0,1947.1,1.0,0,0,0,0
53,CUST00002,ACC000002,ACC717942,1792.15,withdraw,mobile,2026-08-10T14:02:59.672986+00:00,Cash withdrawal via mobile,ZW,1884.1599999999999,1947.1,2,0.9511665675951089,0.9204201119613785,2,3768.3199999999997,0.47558328379755443,1.0,0,0,1,0
54,CUST00002,ACC000002,ACC285810,2159.11,withdraw,card,2026-08-18T08:35:59.673023+00:00,Cash withdrawal via card,ZW,1853.49,1947.1,3,1.1648889392443444,1.108885008474141,1,1947.1,1.108885008474141,1.0,0,0,0,0
55,CUST00002,ACC000002,ACC738576,2869.31,deposit,mobile,2026-08-31T14:42:38.673057+00:00,Cash deposit via mobile,ZW,1929.895,2159.11,4,1.4867700056220674,1.3289318283922542,0,0,2869.31,1.0,0,0,0,0
56,CUST00002,ACC000002,ACC984027,1535.69,withdraw,card,2026-08-25T15:51:08.673094+00:00,Funds transfer out via card,ZW,2117.778,2869.31,5,0.7251421064908599,0.535212298427148,2,4816.41,0.3188453640782243,0.0,0,0,1,0
57,CUST00002,ACC000002,ACC286450,92907.26,transfer,card,2026-08-12T12:43:22.673131+00:00,Wire transfer via card,ZW,2020.7633333333333,2869.31,6,45.976319179715915,32.379652250889585,5,10332.43,8.991811219625973,1.0,0,0,1,0
58,CUST00002,ACC000002,ACC982260,1583.45,withdraw,card,2026-08-23T16:30:37.673170+00:00,Funds transfer out via card,ZW,15004.548571428571,92907.26,7,0.10553133221316507,0.01704333977775257,3,6352.1,0.24927976574676092,0.0,0,0,0,0
59,CUST00002,ACC000002,ACC267414,932.24,deposit,online,2026-08-22T10:03:42.673212+00:00,Cash deposit via online,ZW,13326.91125,92907.26,8,0.06995169266997257,0.010034092061266257,4,7935.55,0.11747641940382204,1.0,0,0,1,0
60,CUST00002,ACC000002,ACC688534,1236.5,withdraw,online,2026-09-02T13:52:28.673251+00:00,Debit via online,ZW,11949.725555555555,92907.26,9,0.10347517976470497,0.013308970687543687,0,0,1236.5,1.0,0,0,0,0
61,CUST00002,ACC000002,ACC879794,3792.55,withdraw,card,2026-08-05T14:24:26.673290+00:00,Debit via card,ZW,10878.403,92907.26,10,0.3486311363901485,0.0408208142183937,10,108784.03,0.03486311363901485,1.0,0,0,1,0
62,CUST00002,ACC000002,ACC267414,59195.36,withdraw,card,2026-08-12T13:48:37.673335+00:00,Debit via card,ZW,10234.234545454545,92907.26,11,5.78405348608032,0.6371446106579831,9,106991.87999999999,0.5532696499958689,0.0,1,92907.26,0,0
63,CUST00002,ACC000002,ACC987110,850.89,deposit,online,2026-08-11T16:07:24.673380+00:00,Funds transfer in via online,ZW,14314.328333333333,92907.26,12,0.05944323618863477,0.009158487722057459,10,166187.24,0.00512006818333345,1.0,0,0,2,0
64,CUST00002,ACC000002,ACC928278,2050.86,withdraw,card,2026-09-02T10:59:20.673428+00:00,Funds transfer out via card,ZW,13278.67923076923,92907.26,13,0.1544475895801268,0.022074270622123613,1,1236.5,1.658600889607764,0.0,1,1236.5,0,0
65,CUST00002,ACC000002,ACC331942,702.89,withdraw,atm,2026-08-18T11:11:33.673469+00:00,Debit via atm,ZW,12476.692142857142,92907.26,14,0.05633624617422349,0.007565501339723075,8,14314.26,0.04910418002746911,1.0,1,2159.11,1,0
66,CUST00002,ACC000002,ACC773462,1935.25,withdraw,atm,2026-08-28T17:33:30.673516+00:00,Debit via atm,ZW,11691.771999999999,92907.26,15,0.16552238617037693,0.020829911462247407,4,8103.77,0.23880860389670486,0.0,0,0,0,0
67,CUST00002,ACC000002,ACC396567,3226.29,deposit,atm,2026-08-06T13:24:58.673560+00:00,Funds transfer in via atm,ZW,11081.989375,92907.26,16,0.29112913673047086,0.03472591915852432,16,177311.83,0.01819557104565443,1.0,0,0,1,0
68,CUST00002,ACC000002,ACC895667,1522.35,transfer,online,2026-08-06T11:20:32.673616+00:00,Transfer via online,ZW,10619.889411764705,92907.26,17,0.14334895034910078,0.01638569472396452,17,180538.12,0.008432291197005929,0.0,1,3226.29,1,0
69,CUST00002,ACC000002,ACC895667,2605.38,withdraw,card,2026-08-08T09:13:34.673676+00:00,Cash withdrawal via card,ZW,10114.470555555556,92907.26,18,0.2575893602823282,0.028042803113556468,15,173519.28,0.015014930905660744,0.0,0,0,0,0
70,CUST00002,ACC000002,ACC267414,1671.41,deposit,card,2026-09-02T09:04:03.673729+00:00,Funds transfer in via card,ZW,9719.255263157895,92907.26,19,0.1719689374077557,0.0179900903330913,2,3287.36,0.5084353402122067,1.0,2,3287.36,0,0
71,CUST00002,ACC000002,ACC176115,2512.02,withdraw,branch,2026-08-22T09:34:00.673773+00:00,Debit via branch,ZW,9316.863000000001,92907.26,20,0.26962079403764977,0.027037930082105532,9,15761.81,0.15937382825957172,0.0,1,932.24,2,0
72,CUST00002,ACC000002,ACC895667,2039.12,deposit,mobile,2026-08-25T17:05:18.673835+00:00,Credit received via mobile,ZW,8992.822857142857,92907.26,21,0.2267497127868319,0.021947908053687085,7,13246.12,0.15394092760748052,0.0,1,1535.69,0,0
73,CUST00002,ACC000002,ACC111691,1344.31,withdraw,card,2026-08-09T16:18:40.673889+00:00,Debit via card,ZW,8676.745454545455,92907.26,22,0.15493251554311313,0.014469375159702267,18,179741.83,0.007479116018792064,0.0,0,0,1,0
74,CUST00002,ACC000002,ACC877446,3021.17,transfer,mobile,2026-08-16T17:25:34.673948+00:00,Payment via mobile,ZW,8357.943913043478,92907.26,23,0.36147287316503,0.03251812613998088,13,23174.95,0.13036360380497045,0.0,0,0,0,0
75,CUST00002,ACC000002,ACC803571,26559.35,withdraw,online,2026-08-07T16:09:10.674002+00:00,Cash withdrawal via online,ZW,8135.578333333334,92907.26,24,3.26459274458464,0.28586947887603187,21,186712.69,0.14224716059738626,1.0,0,0,1,0
76,CUST00002,ACC000002,ACC803904,1311.55,withdraw,mobile,2026-08-25T09:16:06.674061+00:00,Cash withdrawal via mobile,ZW,8872.529199999999,92907.26,25,0.14782143517769433,0.014116765471288251,8,15285.24,0.08580499880930885,1.0,2,3574.81,0,0
77,CUST00002,ACC000002,ACC482199,3251.83,deposit,online,2026-08-24T15:28:21.674115+00:00,Funds transfer in via online,KE,8581.722307692307,92907.26,26,0.3789251019093442,0.035000816943692024,10,18180.24,0.17886617558404067,0.0,0,0,1,0
78,CUST00002,ACC000002,ACC476167,357.3,withdraw,mobile,2026-08-12T14:17:53.674175+00:00,Funds transfer out via mobile,ZW,8384.318888888889,92907.26,27,0.04261526842371215,0.003845770502757266,20,185534.22999999998,0.0019257901897671392,0.0,2,152102.62,1,0
79,CUST00002,ACC000002,ACC895667,22600.15,withdraw,card,2026-09-01T12:54:52.674238+00:00,Cash withdrawal via card,ZW,8097.639642857143,92907.26,28,2.7909552655798158,0.24325494046428667,4,7828.08,2.8870617060633004,0.0,0,0,0,0
80,CUST00002,ACC000002,ACC912853,13299.07,deposit,card,2026-08-22T17:13:58.674287+00:00,Funds transfer in via card,ZW,8597.726206896552,92907.26,29,1.5468124571508601,0.14314349599805226,14,47476.48,0.28011912424846996,0.0,2,3444.26,2,0
81,CUST00002,ACC000002,ACC111106,55101.09,transfer,mobile,2026-08-11T12:08:29.674348+00:00,Wire transfer via mobile,ZW,8754.437666666667,92907.26,30,6.294075313346796,0.5930762569039276,24,223582.9,0.24644590440503275,0.0,1,850.89,1,0
82,CUST00002,ACC000002,ACC606990,3636.22,withdraw,online,2026-08-20T10:11:36.674433+00:00,Cash withdrawal via online,ZW,10249.490967741935,92907.26,31,0.35477078924643374,0.03913816853494549,15,60775.55,0.05983031005067004,0.0,0,0,0,0
83,CUST00002,ACC000002,ACC267414,1024.42,transfer,card,2026-09-01T12:23:14.674499+00:00,Payment via card,FR,10042.82625,92907.26,32,0.10200515019365192,0.011026264255344524,5,30428.230000000003,0.033666762739732146,0.0,1,22600.15,0,0
84,CUST00002,ACC000002,ACC494956,1353.54,withdraw,card,2026-08-31T16:40:53.674557+00:00,Funds transfer out via card,ZW,9769.541212121212,92907.26,33,0.13854693589097544,0.01456872154016812,6,31452.65,0.043034211743684554,0.0,1,2869.31,2,0
85,CUST00002,ACC000002,ACC895667,1700.65,deposit,mobile,2026-08-05T11:33:25.674623+00:00,Cash deposit via mobile,ZW,9522.011764705881,92907.26,34,0.17860196374715678,0.018304812777817366,34,323748.39999999997,0.005252998933739905,1.0,1,3792.55,1,0
86,CUST00002,ACC000002,ACC534753,526.27,deposit,online,2026-08-18T12:13:09.674699+00:00,Credit received via online,ZW,9298.544285714286,92907.26,35,0.056597031086739996,0.005664465833994028,20,69651.73,0.007555734796536999,0.0,2,2862.0,2,0
87,CUST00002,ACC000002,ACC721121,2128.37,deposit,branch,2026-08-19T11:37:10.674770+00:00,Credit received via branch,ZW,9054.87,92907.26,36,0.23505251869988192,0.022908543422763734,19,67316.0,0.03161759462832016,0.0,0,0,1,0
88,CUST00002,ACC000002,ACC854500,1427.08,deposit,card,2026-09-02T10:16:59.674844+00:00,Funds transfer in via card,ZW,8867.667297297297,92907.26,37,0.16093071065430564,0.015360263557444274,5,28583.34,0.04992698543977016,0.0,3,4958.77,0,0
89,CUST00002,ACC000002,ACC635617,84732.72,withdraw,branch,2026-08-19T15:10:14.674938+00:00,Debit via branch,ZW,8671.862368421052,92907.26,38,9.770994556896767,0.9120139803929209,20,70345.18000000001,1.2045277302581356,1.0,1,2128.37,1,0
90,CUST00002,ACC000002,ACC628859,44691.57,transfer,online,2026-08-16T09:14:24.675071+00:00,Transfer via online,ZW,10622.14076923077,92907.26,39,4.207397639603721,0.4810342055077289,25,161487.34,0.2767496820493792,0.0,1,3021.17,1,0
91,CUST00002,ACC000002,ACC236659,57828.7,transfer,online,2026-08-15T08:56:50.675300+00:00,Wire transfer via online,ZW,11473.8765,92907.26,40,5.040031588277945,0.6224346730277053,26,206178.91,0.28047825066103993,0.0,0,0,1,0
92,CUST00002,ACC000002,ACC340633,2442.34,transfer,card,2026-08-13T14:33:26.675477+00:00,Payment via card,ZW,12604.481951219512,92907.26,41,0.19376758278936632,0.026287934871828105,28,265828.83,0.009187641536096743,1.0,1,1821.22,1,0
93,CUST00002,ACC000002,ACC895667,1006.02,withdraw,online,2026-08-05T17:06:27.675661+00:00,Debit via online,ZW,12362.52619047619,92907.26,42,0.08137657178635666,0.010828217299702951,42,519226.1,0.0019375374234846822,1.0,2,5493.200000000001,1,0
94,CUST00002,ACC000002,ACC821175,876.55,transfer,mobile,2026-08-12T08:36:33.675917+00:00,Payment via mobile,ZW,12098.421395348838,92907.26,43,0.07245160102763358,0.009434677117805433,34,476683.07,0.0018388528042332193,1.0,3,152459.91999999998,2,0
95,CUST00002,ACC000002,ACC813666,2309.25,deposit,card,2026-08-14T17:16:16.676046+00:00,Cash deposit via card,ZW,11843.378863636362,92907.26,44,0.19498236327559088,0.024855431104092406,27,264007.61,0.008746906954689678,1.0,0,0,0,0
96,CUST00002,ACC000002,ACC839764,59942.02,deposit,card,2026-08-19T10:23:35.676132+00:00,Cash deposit via card,ZW,11631.509333333333,92907.26,45,5.153417177615928,0.64518122695686,23,156307.06,0.383488883995387,0.0,2,86861.09,0,0
97,CUST00002,ACC000002,ACC841122,2529.25,deposit,card,2026-08-09T10:06:13.676212+00:00,Credit received via card,ZW,12681.737826086955,92907.26,46,0.19944033181297985,0.02722338383458946,39,542947.35,0.004658370650487566,0.0,1,1344.31,1,0
98,CUST00002,ACC000002,ACC139589,1146.3,transfer,mobile,2026-08-19T17:27:05.676303+00:00,Payment via mobile,ZW,12465.727446808509,92907.26,47,0.09195612569673799,0.012338110068039893,22,215019.92,0.005331133971215317,1.0,3,146803.11,0,0
99,CUST00002,ACC000002,ACC267414,49507.48,transfer,card,2026-09-02T10:40:31.676382+00:00,Wire transfer via card,ZW,12229.906041666667,92907.26,48,4.048067076830398,0.5328698747546747,6,30010.420000000002,1.6496763457492432,0.0,4,6385.85,0,0
100,CUST00002,ACC000002,ACC470281,763.94,deposit,atm,2026-09-02T13:15:41.676455+00:00,Funds transfer in via atm,ZW,12990.672857142856,92907.26,49,0.058806807653535166,0.008222608222436008,5,55893.33,0.01366782047160189,0.0,5,55893.33,2,0
101,CUST00003,ACC000003,ACC955129,358.45,withdraw,mobile,2026-08-05T09:35:18.676553+00:00,Debit via mobile,ZW,119.9657749153017,239.9315498306034,0,2.9879355195519146,1.4939677597759573,0,0,1.0,1.0,0,0,0,0
102,CUST00003,ACC000003,ACC408545,233.54,deposit,card,2026-08-05T14:36:00.676597+00:00,Cash deposit via card,ZW,358.45,358.45,1,0.6515274096805691,0.6515274096805691,1,358.45,0.6515274096805691,1.0,1,358.45,1,0
103,CUST00003,ACC000003,ACC907369,365.75,withdraw,mobile,2026-08-06T16:52:50.676638+00:00,Funds transfer out via mobile,ZW,295.995,358.45,2,1.235662764573726,1.0203654624075882,0,0,365.75,1.0,0,0,0,0
104,CUST00003,ACC000003,ACC926965,264.5,deposit,branch,2026-08-13T15:57:37.676669+00:00,Credit received via branch,ZW,319.24666666666667,365.75,3,0.8285129575876543,0.7231715652768285,0,0,264.5,1.0,0,0,0,0
105,CUST00003,ACC000003,ACC885161,163.84,deposit,online,2026-08-21T13:33:34.676701+00:00,Cash deposit via online,ZW,305.56,365.75,4,0.5361958371514596,0.4479562542720438,0,0,163.84,1.0,0,0,0,0
106,CUST00003,ACC000003,ACC299405,300.78,deposit,card,2026-08-19T13:22:13.676731+00:00,Cash deposit via card,ZW,277.216,365.75,5,1.0850023086690521,0.822365003417635,1,163.84,1.8358154296874998,0.0,0,0,1,0
107,CUST00003,ACC000003,ACC182300,126.15,withdraw,online,2026-08-28T11:12:53.676766+00:00,Debit via online,ZW,281.1433333333333,365.75,6,0.4487035082935158,0.3449077238550923,0,0,126.15,1.0,0,0,0,0
108,CUST00003,ACC000003,ACC901387,257.74,withdraw,mobile,2026-08-07T15:23:39.676804+00:00,Funds transfer out via mobile,ZW,259.00142857142856,365.75,7,0.9951296462788403,0.704688995215311,5,1221.02,0.21108581350018837,1.0,0,0,1,0
