transaction_id,customer_id,sender_account,receiver_account,amount,transaction_type,channel,timestamp,description,destination_country,sender_avg_amount,sender_max_amount,sender_tx_count,amount_to_sender_avg,amount_to_sender_max,sender_tx_count_24h,sender_volume_24h,amount_to_sender_volume_24h,is_new_recipient,same_day_count,same_day_total,same_recipient_count,rapid_transfer_count
13,CUST00001,ACC000001,ACC532674,8570.27,deposit,online,2026-08-24T09:54:40.464622+00:00,Funds transfer in via online,ZW,9341.933333333332,9904.35,12,0.9173978976514499,0.8653036292134264,8,74595.79000000001,0.1148894595794213,0.0,0,0,1,0
14,CUST00001,ACC000001,ACC708583,8534.18,deposit,card,2026-08-15T08:41:03.464670+00:00,Cash deposit via card,ZW,9282.574615384616,9904.35,13,0.919376396485491,0.8616597757550976,10,92460.93000000001,0.09230039109491976,1.0,0,0,1,0
15,CUST00001,ACC000001,ACC923697,8942.84,deposit,card,2026-08-25T12:25:10.464719+00:00,Credit received via card,ZW,9229.117857142857,9904.35,14,0.968981016216919,0.9029204339507388,7,65721.34,0.13607208860927061,0.0,0,0,0,0
16,CUST00001,ACC000001,ACC186425,8678.1,deposit,mobile,2026-08-10T17:09:46.464766+00:00,Cash deposit via mobile,ZW,9210.032666666666,9904.35,15,0.9422442149861359,0.8761907646640112,14,128515.07,0.06752593295089829,1.0,0,0,1,0
17,CUST00001,ACC000001,ACC171402,9370.07,deposit,branch,2026-08-24T08:30:32.464823+00:00,Funds transfer in via branch,ZW,9176.786875,9904.35,16,1.0210621786942176,0.946056025887615,10,92108.9,0.10172817176190357,1.0,1,8570.27,0,0
18,CUST00001,ACC000001,ACC264956,9197.7,deposit,mobile,2026-08-18T09:41:48.464875+00:00,Credit received via mobile,ZW,9188.156470588236,9904.35,17,1.0010386772844275,0.9286525617531691,12,110773.84,0.08303133664049202,0.0,0,0,1,0
19,CUST00001,ACC000001,ACC293321,9993.77,deposit,mobile,2026-08-09T08:13:13.464928+00:00,Credit received via mobile,ZW,9188.686666666668,9904.35,18,1.0876168012403657,1.0090283562273143,18,165396.36000000002,0.06042315562446477,0.0,1,9635.42,1,0
20,CUST00001,ACC000001,ACC100841,8615.97,deposit,online,2026-08-15T17:38:46.464985+00:00,Credit received via online,ZW,9231.05947368421,9993.77,19,0.9333674021451491,0.8621341095502497,14,128505.72,0.06704736567368362,0.0,1,8534.18,0,0
21,CUST00001,ACC000001,ACC448877,9719.61,deposit,mobile,2026-08-17T09:48:20.465056+00:00,Funds transfer in via mobile,ZW,9200.305,9993.77,20,1.056444324400115,0.9725669091844219,13,119971.54000000001,0.08101596428619655,1.0,0,0,0,0
22,CUST00001,ACC000001,ACC754044,9850.78,deposit,card,2026-08-24T12:49:20.465113+00:00,Cash deposit via card,ZW,9225.03380952381,9993.77,21,1.0678313167622409,0.9856920861696837,11,101478.97,0.09707213228514243,0.0,2,17940.34,0,0
23,CUST00001,ACC000001,ACC777513,9851.82,deposit,mobile,2026-08-25T08:25:03.465171+00:00,Cash deposit via mobile,ZW,9253.476818181818,9993.77,22,1.0646614449438636,0.9857961510020742,11,102455.3,0.09615725101580884,0.0,1,8942.84,1,0
24,CUST00001,ACC000001,ACC164154,9024.18,deposit,mobile,2026-08-30T10:07:40.465227+00:00,Cash deposit via mobile,ZW,9279.491739130435,9993.77,23,0.9724864522424415,0.9029805568869406,5,46476.479999999996,0.19416659781463658,0.0,3,28036.23,0,0
25,CUST00001,ACC000001,ACC982504,9027.87,deposit,card,2026-08-16T08:14:28.465277+00:00,Funds transfer in via card,ZW,9268.85375,9993.77,24,0.9740006956092063,0.9033497869172495,19,175568.08000000002,0.051420907490701044,1.0,0,0,1,0
26,CUST00001,ACC000001,ACC965937,9326.49,deposit,online,2026-09-02T11:03:26.465349+00:00,Credit received via online,ZW,9259.2144,9993.77,25,1.0072658000013477,0.9332304025407828,0,0,9326.49,0.0,0,0,0,0
27,CUST00001,ACC000001,ACC105602,9101.5,deposit,online,2026-08-20T09:39:07.465399+00:00,Cash deposit via online,ZW,9261.801923076924,9993.77,26,0.9826921451777637,0.9107173769258248,16,148827.11000000002,0.0611548527684237,1.0,0,0,1,0
28,CUST00001,ACC000001,ACC400898,9480.17,deposit,card,2026-08-10T14:34:53.465461+00:00,Credit received via card,ZW,9255.864814814815,9993.77,27,1.0242338441272572,0.9486079827732677,25,230279.16,0.04116816302439179,1.0,1,8678.1,1,0
29,CUST00001,ACC000001,ACC562558,8844.63,deposit,mobile,2026-08-14T15:09:17.465530+00:00,Funds transfer in via mobile,ZW,9263.875714285716,9993.77,28,0.9547440264511319,0.88501436394874,23,212123.80000000002,0.04169560417077196,0.0,0,0,0,0
30,CUST00001,ACC000001,ACC282025,9996.82,deposit,branch,2026-08-13T15:30:29.465600+00:00,Cash deposit via branch,ZW,9249.418965517241,9993.77,29,1.080805187576554,1.000305190133453,25,230445.69,0.043380373050153374,1.0,2,18577.120000000003,1,0
31,CUST00001,ACC000001,ACC290602,8783.68,deposit,online,2026-08-26T15:59:16.465671+00:00,Cash deposit via online,AU,9274.332333333334,9996.82,30,0.9470956705347019,0.8786474098763407,9,84072.01,0.10447805399204801,0.0,0,0,0,0
32,CUST00001,ACC000001,ACC605942,9578.18,deposit,online,2026-08-06T13:10:25.465733+00:00,Cash deposit via online,ZW,9258.504838709678,9996.82,31,1.0345277306497445,0.9581226830131983,31,287013.65,0.03337186227902401,1.0,0,0,1,0
33,CUST00001,ACC000001,ACC903627,8806.31,deposit,online,2026-08-20T09:31:41.465808+00:00,Credit received via online,ZW,9268.4946875,9996.82,32,0.9501337916152308,0.880911129739257,18,166712.29,0.05282340012245047,0.0,1,9101.5,0,0
34,CUST00001,ACC000001,ACC847081,9086.64,deposit,atm,2026-08-06T15:44:32.465874+00:00,Funds transfer in via atm,ZW,9254.489090909092,9996.82,33,0.9818629543716276,0.9089530470689678,33,305398.14,0.029753422859746293,0.0,1,9578.18,1,0
35,CUST00001,ACC000001,ACC909834,9459.62,deposit,online,2026-08-06T09:07:20.465952+00:00,Credit received via online,ZW,9249.552352941177,9996.82,34,1.0227111149862325,0.9462629116058908,34,314484.78,0.03007973867606566,0.0,2,18664.82,1,0
36,CUST00001,ACC000001,ACC833697,9160.5,deposit,card,2026-08-19T12:15:52.466031+00:00,Credit received via card,ZW,9255.554285714286,9996.82,35,0.9897300277455019,0.9163413965641074,19,175518.6,0.052191049837453124,0.0,0,0,0,0
37,CUST00001,ACC000001,ACC133409,9696.33,deposit,online,2026-08-11T08:05:22.466100+00:00,Funds transfer in via online,ZW,9252.91388888889,9996.82,36,1.0479217807963797,0.9699414413783584,31,285351.27,0.033980328876756005,1.0,0,0,1,0
38,CUST00001,ACC000001,ACC229916,9867.57,deposit,card,2026-08-08T15:26:13.466179+00:00,Cash deposit via card,ZW,9264.898108108107,9996.82,37,1.0650489497951918,0.9870708885425565,34,314676.79,0.031357794135373,0.0,0,0,1,0
39,CUST00001,ACC000001,ACC140688,8788.08,deposit,card,2026-08-18T15:32:29.466265+00:00,Credit received via card,ZW,9280.757894736842,9996.82,38,0.9469140451324302,0.8790875498408494,21,193876.8,0.04532816716595282,0.0,1,9197.7,0,0
40,CUST00001,ACC000001,ACC537060,9850.7,deposit,atm,2026-08-20T09:41:01.466341+00:00,Credit received via atm,ZW,9268.125128205129,9996.82,39,1.0628578988453616,0.9853833519059062,20,184679.1,0.0533395495213048,1.0,2,17907.809999999998,0,2
41,CUST00001,ACC000001,ACC959380,8980.38,deposit,mobile,2026-08-13T09:18:24.466416+00:00,Credit received via mobile,ZW,9282.6895,9996.82,40,0.9674329837273992,0.8983236669260825,31,285831.78,0.03141840980733492,0.0,3,28573.940000000002,1,0
42,CUST00001,ACC000001,ACC729533,8794.98,deposit,online,2026-08-31T10:41:09.466500+00:00,Credit received via online,ZW,9275.316097560975,9996.82,41,0.9482135064176105,0.8797777693306471,6,55802.97,0.15760774023318114,0.0,2,18440.25,0,0
43,CUST00001,ACC000001,ACC320524,8957.32,deposit,online,2026-08-31T09:45:25.466564+00:00,Cash deposit via online,ZW,9263.879523809524,9996.82,42,0.9669080839165036,0.8960169333848164,8,73622.13,0.12166613489721093,1.0,3,27235.23,1,0
44,CUST00001,ACC000001,ACC571747,9065.14,deposit,mobile,2026-08-30T15:38:04.466631+00:00,Credit received via mobile,ZW,9256.750232558139,9996.82,43,0.9793004858352771,0.9068023631514821,9,82579.45,0.10977476841998826,1.0,4,37060.41,1,0
45,CUST00001,ACC000001,ACC655744,9683.62,deposit,mobile,2026-08-23T08:05:56.466699+00:00,Cash deposit via mobile,ZW,9252.395454545454,9996.82,44,1.0466068001063116,0.9686700370717889,19,175133.36,0.055292835128612855,1.0,1,8874.45,1,0
46,CUST00001,ACC000001,ACC819723,9986.25,deposit,online,2026-08-28T15:42:41.466774+00:00,Cash deposit via online,NG,9261.978222222222,9996.82,45,1.0781983891994085,0.998942663767078,12,110889.45,0.09005590703173295,1.0,2,19244.86,0,0
47,CUST00001,ACC000001,ACC540646,9771.84,deposit,online,2026-09-03T15:41:51.466849+00:00,Funds transfer in via online,ZW,9277.723260869565,9996.82,46,1.0532584045931246,0.9774948433601885,0,0,9771.84,1.0,0,0,0,0
48,CUST00001,ACC000001,ACC671931,8643.83,deposit,branch,2026-08-09T17:40:52.466914+00:00,Funds transfer in via branch,CA,9288.236382978723,9996.82,47,0.9306212335250599,0.8646579612316717,43,398555.1,0.021687917178829227,1.0,2,19629.190000000002,1,0
49,CUST00001,ACC000001,ACC295947,8673.96,deposit,card,2026-08-07T14:01:19.467011+00:00,Credit received via card,ZW,9274.81125,9996.82,48,0.9352168757073087,0.8676719196704551,46,426153.14,0.020354091489270733,1.0,0,0,1,0
50,CUST00001,ACC000001,ACC528212,9267.23,deposit,online,2026-08-10T17:23:12.467112+00:00,Credit received via online,ZW,9262.548979591837,9996.82,49,1.000505370651046,0.9270177916577471,42,387569.74,0.02391112887192896,0.0,2,18158.27,0,0
51,CUST00002,ACC000002,ACC895952,9868.57,deposit,card,2026-08-17T13:39:31.467212+00:00,Cash deposit via card,ZW,306.9224985235594,613.8449970471188,0,32.153296182171175,16.076648091085588,0,0,1.0,1.0,0,0,0,0
52,CUST00002,ACC000002,ACC671300,9456.6,deposit,online,2026-08-27T09:24:11.467240+00:00,Cash deposit via online,ZW,9868.57,9868.57,1,0.9582543367478774,0.9582543367478774,0,0,9456.6,1.0,0,0,0,0
53,CUST00002,ACC000002,ACC568181,9360.28,deposit,mobile,2026-08-26T11:47:51.467270+00:00,Credit received via mobile,ZW,9662.585,9868.57,2,0.9687138586620455,0.9484940573963605,1,9456.6,0.9898145210752279,1.0,0,0,1,0
54,CUST00002,ACC000002,ACC957353,9299.28,deposit,card,2026-08-22T11:36:22.467307+00:00,Cash deposit via card,ZW,9561.816666666668,9868.57,3,0.9725432231322848,0.9423128173585434,2,18816.88,0.49419882573519097,1.0,0,0,1,0
55,CUST00002,ACC000002,ACC365552,9949.59,deposit,online,2026-09-03T08:57:21.467344+00:00,Credit received via online,ZW,9496.1825,9868.57,4,1.0477462917335465,1.0082099027518678,0,0,9949.59,1.0,0,0,0,0
56,CUST00002,ACC000002,ACC160016,8980.27,deposit,online,2026-08-05T14:32:26.467376+00:00,Cash deposit via online,ZW,9586.864,9949.59,5,0.9367265458235353,0.9025768901030093,5,47934.32,0.18734530916470704,1.0,0,0,1,0
57,CUST00002,ACC000002,ACC383959,9648.26,deposit,atm,2026-08-26T17:26:02.467412+00:00,Cash deposit via atm,ZW,9485.765000000001,9949.59,6,1.0171304054022,0.9697143299372135,3,28766.47,0.33539951200129875,1.0,1,9360.28,0,0
58,CUST00002,ACC000002,ACC527760,8608.54,deposit,branch,2026-08-15T13:37:38.467449+00:00,Credit received via branch,ZW,9508.978571428572,9949.59,7,0.9053064885292622,0.8652155515955935,6,57582.58,0.14949903251990446,0.0,0,0,1,0
59,CUST00002,ACC000002,ACC662828,8558.78,deposit,online,2026-08-14T16:15:16.467492+00:00,Credit received via online,ZW,9396.42375,9949.59,8,0.9108550473790628,0.8602143404904122,7,66191.12,0.12930405166131048,0.0,0,0,1,0
60,CUST00002,ACC000002,ACC944090,9164.93,deposit,card,2026-08-29T08:49:20.467534+00:00,Funds transfer in via card,ZW,9303.352222222222,9949.59,9,0.9851212531874712,0.9211364488385954,1,9949.59,0.9211364488385954,1.0,0,0,0,0
61,CUST00002,ACC000002,ACC523020,9945.06,deposit,atm,2026-08-07T14:45:26.467572+00:00,Funds transfer in via atm,ZW,9289.51,9949.59,10,1.0705688459348233,0.999544704857185,9,83914.83,0.11851373589149855,1.0,0,0,1,0
62,CUST00002,ACC000002,ACC573831,9619.61,deposit,online,2026-08-10T11:16:29.467618+00:00,Cash deposit via online,ZW,9349.105454545455,9949.59,11,1.0289337356145691,0.9668348142988807,9,83914.83,0.1146353987727795,0.0,0,0,0,0
63,CUST00002,ACC000002,ACC425388,8723.58,deposit,online,2026-08-29T14:43:06.467662+00:00,Credit received via online,ZW,9371.647500000001,9949.59,12,0.9308480712702861,0.8767778370767036,2,19114.52,0.4563849890031243,0.0,1,9164.93,0,0
64,CUST00002,ACC000002,ACC538380,9220.12,deposit,online,2026-08-18T17:46:31.467703+00:00,Cash deposit via online,ZW,9321.796153846155,9949.59,13,0.9890926435025933,0.9266834110752303,7,65602.52,0.14054521076324508,0.0,0,0,1,0
65,CUST00002,ACC000002,ACC142300,9972.53,deposit,mobile,2026-08-30T12:05:50.467747+00:00,Funds transfer in via mobile,ZW,9314.533571428572,9949.59,14,1.0706419085320353,1.0023056226437472,2,18673.17,0.5340566170607348,0.0,0,0,0,0
66,CUST00002,ACC000002,ACC731954,9378.27,deposit,card,2026-08-11T11:46:43.467787+00:00,Credit received via card,ZW,9358.4,9972.53,15,1.0021232261925117,0.9404103071136412,12,111831.06,0.08386104897870056,1.0,0,0,1,0
67,CUST00002,ACC000002,ACC164204,9626.88,deposit,mobile,2026-08-13T17:44:16.467836+00:00,Cash deposit via mobile,ZW,9359.641875000001,9972.53,16,1.0285521741717278,0.9653397883987311,12,111831.06,0.08608413440773967,0.0,0,0,0,0
68,CUST00002,ACC000002,ACC486867,9924.7,deposit,branch,2026-08-18T17:53:35.467888+00:00,Credit received via branch,ZW,9375.361764705882,9972.53,17,1.05859381739936,0.9952038249070196,9,84795.17,0.11704322309867414,0.0,1,9220.12,0,1
69,CUST00002,ACC000002,ACC267862,8570.08,deposit,mobile,2026-08-06T12:07:23.467937+00:00,Funds transfer in via mobile,ZW,9405.880555555555,9972.53,18,0.9111406369006151,0.8593686857798372,18,169305.85,0.050618924272256394,0.0,0,0,1,0
70,CUST00002,ACC000002,ACC511505,9663.47,deposit,atm,2026-08-29T14:12:12.467992+00:00,Credit received via atm,ZW,9361.89105263158,9972.53,19,1.03221346474478,0.969008867358634,4,37810.630000000005,0.2555754823445152,1.0,2,17888.510000000002,0,0
71,CUST00002,ACC000002,ACC891508,9144.41,deposit,online,2026-08-27T13:41:26.468039+00:00,Funds transfer in via online,ZW,9376.97,9972.53,20,0.9751988115563983,0.9169598888145736,7,66578.96,0.1373468435073182,0.0,1,9456.6,1,0
72,CUST00002,ACC000002,ACC262244,8909.45,deposit,branch,2026-08-05T11:32:34.468087+00:00,Credit received via branch,ZW,9365.895714285714,9972.53,21,0.951265129549809,0.8933991675131586,21,196683.81,0.04529833950237186,0.0,1,8980.27,1,0
73,CUST00002,ACC000002,ACC626865,9938.08,deposit,atm,2026-08-24T11:30:34.468147+00:00,Cash deposit via atm,ZW,9345.148181818182,9972.53,22,1.0634480916349105,0.9965455105173912,9,85083.65,0.11680363971221264,1.0,0,0,0,0
74,CUST00002,ACC000002,ACC866599,9660.42,deposit,branch,2026-08-05T10:44:46.468198+00:00,Credit received via branch,ZW,9370.927826086956,9972.53,23,1.0308925838813048,0.9687030272157616,23,215531.34,0.04482141669049151,1.0,2,17889.72,1,0
75,CUST00002,ACC000002,ACC443915,9879.37,deposit,branch,2026-08-24T11:01:37.468261+00:00,Funds transfer in via branch,ZW,9382.99,9972.53,24,1.052902113292245,0.9906583384557379,10,95021.73,0.10396958674610535,0.0,1,9938.08,0,0
76,CUST00002,ACC000002,ACC525313,8894.87,deposit,branch,2026-08-18T12:05:10.468375+00:00,Cash deposit via branch,ZW,9402.8452,9972.53,25,0.9459764370044081,0.8919371513547716,15,143213.77000000002,0.06210904160961617,0.0,2,19144.82,1,0
77,CUST00002,ACC000002,ACC476228,9363.54,deposit,card,2026-08-15T10:20:50.468480+00:00,Credit received via card,ZW,9383.307692307691,9972.53,26,0.9978933130026317,0.9389332496367522,18,169275.96000000002,0.05531523791092367,0.0,1,8608.54,1,0
78,CUST00002,ACC000002,ACC767130,9652.23,deposit,online,2026-08-29T10:50:53.468570+00:00,Credit received via online,ZW,9382.575555555555,9972.53,27,1.0287399171845495,0.9678817712255565,5,47474.1,0.20331570266734914,1.0,3,27551.98,0,0
79,CUST00002,ACC000002,ACC913335,8668.82,deposit,online,2026-08-08T15:18:50.468679+00:00,Cash deposit via online,ZW,9392.206071428573,9972.53,28,0.9229801746333974,0.8692698843723708,23,216916.49000000002,0.0399638589025666,0.0,0,0,1,0
80,CUST00002,ACC000002,ACC588098,8914.99,deposit,mobile,2026-09-02T17:19:26.468791+00:00,Credit received via mobile,ZW,9367.261724137932,9972.53,29,0.9517178298784478,0.893954693543163,1,9949.59,0.8960158157270802,1.0,0,0,0,0
81,CUST00002,ACC000002,ACC801177,9692.37,deposit,branch,2026-08-06T16:55:35.468852+00:00,Credit received via branch,ZW,9352.186,9972.53,30,1.036374811193875,0.9719068280566717,27,253015.44,0.03830742503303356,0.0,1,8570.08,1,0
82,CUST00002,ACC000002,ACC275847,9677.02,deposit,mobile,2026-08-07T08:10:48.468937+00:00,Funds transfer in via mobile,ZW,9363.159677419355,9972.53,31,1.0335207700598728,0.9703675997966413,28,262707.81,0.036835676868533146,0.0,1,9945.06,1,0
83,CUST00002,ACC000002,ACC171492,9200.22,deposit,atm,2026-08-31T12:57:31.469015+00:00,Credit received via atm,ZW,9372.967812500001,9972.53,32,0.9815695715641292,0.9225562620518564,2,18864.58,0.4876981093668663,0.0,0,0,0,0
84,CUST00002,ACC000002,ACC903584,8827.37,deposit,card,2026-09-02T13:48:57.469072+00:00,Cash deposit via card,GB,9367.73303030303,9972.53,33,0.9423165638308599,0.8851685580289054,2,18864.58,0.4679335559021192,1.0,1,8914.99,0,0
85,CUST00002,ACC000002,ACC577831,8684.17,deposit,atm,2026-08-25T17:23:17.469130+00:00,Funds transfer in via atm,ZW,9351.84,9972.53,34,0.9286054936782494,0.8708091126324011,13,121678.46,0.07136982174166241,0.0,0,0,1,0
86,CUST00002,ACC000002,ACC475897,8607.83,deposit,atm,2026-08-22T14:31:41.469197+00:00,Funds transfer in via atm,ZW,9332.763714285713,9972.53,35,0.922323789985591,0.8631540842694883,17,159479.36000000002,0.053974570753231005,0.0,1,9299.28,1,0
87,CUST00002,ACC000002,ACC710774,9913.75,deposit,atm,2026-08-05T10:10:00.469276+00:00,Credit received via atm,ZW,9312.626666666667,9972.53,36,1.0645492786138389,0.994105808656379,36,335254.56,0.02957081329482886,0.0,3,27550.14,1,0
88,CUST00002,ACC000002,ACC361726,8990.56,deposit,atm,2026-08-28T17:18:48.469409+00:00,Funds transfer in via atm,ZW,9328.873243243243,9972.53,37,0.9637348225855381,0.9015325098044327,9,84068.91,0.10694274494578315,0.0,0,0,0,0
89,CUST00002,ACC000002,ACC848065,9366.04,deposit,online,2026-08-19T15:33:13.469484+00:00,Funds transfer in via online,ZW,9319.970263157895,9972.53,38,1.004943120583144,0.9391839382784509,21,196222.57,0.047731716081386565,0.0,0,0,1,0
90,CUST00002,ACC000002,ACC130793,8587.53,deposit,card,2026-08-30T15:18:25.469564+00:00,Credit received via card,ZW,9321.15153846154,9972.53,39,0.92129496710418,0.8611184924988945,5,46864.7,0.18324090413466854,1.0,1,9972.53,0,0
91,CUST00002,ACC000002,ACC719364,9055.8,deposit,card,2026-08-25T11:28:08.469640+00:00,Cash deposit via card,ZW,9302.811,9972.53,40,0.9734477030652348,0.9080744805982032,17,157878.8,0.05735918945418891,0.0,1,8684.17,1,0
92,CUST00002,ACC000002,ACC617330,8846.51,deposit,mobile,2026-08-23T15:44:39.469720+00:00,Cash deposit via mobile,ZW,9296.786341463414,9972.53,41,0.9515664526509345,0.887087830269751,19,176813.97,0.05003286787803023,0.0,0,0,1,0
93,CUST00002,ACC000002,ACC680235,8625.57,deposit,mobile,2026-08-21T10:08:17.469796+00:00,Funds transfer in via mobile,ZW,9286.065476190477,9972.53,42,0.9288724080307218,0.8649329708709825,22,203567.59,0.042372020025388125,1.0,0,0,1,0
94,CUST00002,ACC000002,ACC710656,9203.51,deposit,atm,2026-08-21T14:19:56.469879+00:00,Cash deposit via atm,ZW,9270.70511627907,9972.53,43,0.9927518872150213,0.922886168304332,23,212193.16,0.04337326424659494,0.0,1,8625.57,1,0
95,CUST00002,ACC000002,ACC981003,8654.57,deposit,card,2026-08-08T10:42:16.469961+00:00,Funds transfer in via card,ZW,9269.177954545456,9972.53,44,0.933693369837175,0.867840959114688,37,342440.47000000003,0.025273210260457823,0.0,1,8668.82,1,0
96,CUST00002,ACC000002,ACC959685,9894.08,deposit,mobile,2026-08-22T08:50:15.470053+00:00,Funds transfer in via mobile,ZW,9255.52,9972.53,45,1.0689923418673397,0.9921333904234932,24,221396.67,0.04468938037776268,1.0,2,17907.11,0,0
97,CUST00002,ACC000002,ACC794205,9595.1,deposit,online,2026-08-18T08:01:15.470135+00:00,Cash deposit via online,ZW,9269.401739130435,9972.53,46,1.0351369236155386,0.9621530343854569,30,278565.05,0.03444473741411566,1.0,3,28039.690000000002,1,0
98,CUST00002,ACC000002,ACC162583,8552.56,deposit,online,2026-08-24T11:48:15.470228+00:00,Funds transfer in via online,ZW,9276.331489361703,9972.53,47,0.921976538872965,0.8576118597788123,20,185660.48,0.04606559241902207,0.0,2,19817.45,0,0
99,CUST00002,ACC000002,ACC699987,9459.42,deposit,atm,2026-08-30T08:51:13.470311+00:00,Cash deposit via atm,ZW,9261.252916666666,9972.53,48,1.0213974378106778,0.9485476604231824,9,83491.51,0.11329798682524726,1.0,2,18560.06,0,0
100,CUST00002,ACC000002,ACC512156,8947.78,deposit,online,2026-08-18T17:32:34.470385+00:00,Funds transfer in via online,ZW,9265.297142857144,9972.53,49,0.9657304954216255,0.8972427257676838,32,296303.56,0.030198017195608454,0.0,4,37634.79,1,0
101,CUST00003,ACC000003,ACC254837,9944.47,deposit,mobile,2026-08-17T10:33:51.470480+00:00,Funds transfer in via mobile,ZW,353.7675581785302,707.5351163570604,0,28.110180739019274,14.055090369509637,0,0,1.0,1.0,0,0,0,0
102,CUST00003,ACC000003,ACC709316,8507.87,deposit,branch,2026-08-05T09:12:40.470508+00:00,Cash deposit via branch,ZW,9944.47,9944.47,1,0.8555378014112367,0.8555378014112367,1,9944.47,0.8555378014112367,1.0,0,0,1,0
103,CUST00003,ACC000003,ACC457597,9763.25,deposit,online,2026-08-26T14:10:12.470549+00:00,Cash deposit via online,ZW,9226.17,9944.47,2,1.0582126711300572,0.9817768066070892,0,0,9763.25,1.0,0,0,0,0
104,CUST00003,ACC000003,ACC939944,8758.79,deposit,mobile,2026-08-24T09:16:54.470582+00:00,Cash deposit via mobile,ZW,9405.196666666667,9944.47,3,0.9312713290772939,0.8807699153398825,1,9763.25,0.8971182751645201,1.0,0,0,1,0
105,CUST00003,ACC000003,ACC191640,9607.6,deposit,online,2026-08-07T11:25:44.470614+00:00,Funds transfer in via online,ZW,9243.595000000001,9944.47,4,1.0393791592989523,0.9661248915226253,3,28466.510000000002,0.337505370345715,1.0,0,0,1,0
106,CUST00003,ACC000003,ACC501606,9559.28,deposit,online,2026-08-06T12:18:47.470662+00:00,Credit received via online,ZW,9316.396,9944.47,5,1.0260705963980064,0.9612659095959867,4,38074.11,0.2510703467526884,0.0,0,0,1,0
107,CUST00003,ACC000003,ACC604581,9871.35,deposit,mobile,2026-08-31T17:55:09.470726+00:00,Funds transfer in via mobile,ZW,9356.876666666667,9944.47,6,1.0549834471118034,0.9926471697335304,0,0,9871.35,0.0,0,0,0,0
108,CUST00003,ACC000003,ACC597983,9735.03,deposit,atm,2026-08-26T17:14:28.470768+00:00,Cash deposit via atm,ZW,9430.372857142856,9944.47,7,1.032305948817961,0.9789390485365235,2,19634.6,0.49580994774530684,1.0,1,9763.25,1,0
